Phone Number,Project,Description,URL,Last Modified Date,Last Modified By,Transfer Prompt,Error Prompt,Backup Transfer Destination,Recovery URL,Recovery URL (alt),Reporting Group,Time Zone,Call Type,Service Combination,Contract,Environment,Outbound Web Account,Allow Blind Transfers,Traffic Plan,Routing notes,Utterance Capture,Logging (Dev),Logging (VXML),Logging (VXML Warnings),VXML Revision,VXML Update,DTMF Only,Call Field,Call Expression,Call Action,Max Live Calls,Extranet Applications,Exclude Billing,% Whole Calls Recorded,Play in browser?,IDM Events,IDM Events VXML Flow,State name
dialog@4445299100.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,ABG EMEA Test,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@4445299100.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,ABG EMEA Test - Heathrow,http://megaman.tellme.com/~eking/development/vxml/dvoip-compilecheck-nuance.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@4445299101.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,ABG EMEA Test,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@4445299101.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,sample_test_bulk_edit,http://megaman.tellme.com/~eking/development/vxml/blind-transfer-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@4445299102.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,sample_test_bulk_edit,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@4445299102.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,sample_test_bulk_edit,http://megaman.tellme.com/~eking/development/vxml/blind-transfer-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@4445299103.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,sample_test_bulk_edit,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@445299100.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,sample_test_bulk_edit,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@445299101.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,sample_test_bulk_edit,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@445299102.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,ABG EMEA Test,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@445299103.avisbudgetgroup.nuance.voiplab.tellme.com,Tellme Dev,ABG EMEA Test,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@61293539106.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,Avis Budget Group testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@61295781011.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,Avis Budget Group testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@6495263210.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,Avis Budget Group testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@6509304543.sip.tellme.com,Tellme Dev,SD pod test,http://qa.voxify.com:7080/cert/doc/tellme.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,SD-P226-SV2,used by SD,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@8002222222.sip.tellme.com,Tellme Dev,eking sipp test vak,http://megaman.tellme.com/~eking/development/vxml/farmers-transfer_with_uui.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@90110613001.farmers.voiplab.tellme.com,Tellme Dev,Farmers voip testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@90110613002.farmers.voiplab.tellme.com,Tellme Dev,Farmers voip testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@90210613001.farmers.voiplab.tellme.com,Tellme Dev,Farmers voip testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop-3.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@90210613002.farmers.voiplab.tellme.com,Tellme Dev,Farmers voip testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop-3.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@dialog.61295781010.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.61295781011.avisbudgetgroup.voiplab.tellme.com,Tellme Dev,Avis Budget Group testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-interop.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,False,dialog-ASR_MS,,True,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.6509304559.voiplab.tellme.com,Tellme Dev,Zoya test voiplab,http://voipsim04.plat.qa.backvport.sv2.tellme.com/zoya-vxml/transfer/transfer_mainmenu.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.6509304571.sip.tellme.com,Tellme Dev,eking test: p195,http://megaman.tellme.com/~eking/development/vxml/compilecheck-2.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,PlatQA_8662040983,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.6509304573.sip.tellme.com,Tellme Dev,Address Capture QA audio testing,http://dev-redirector.svc.tellme.com/address-capture-demo/sample_client.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.6509304574.sip.tellme.com,Tellme Dev,SD Dev - Interrupt,http://anvil.tellme.com/~ashwin/itest/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,SD-P226-SV2,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.8665882838.voiplab.tellme.com,Tellme Dev,hi,http://voipsim04.plat.qa.backvport.sv2.tellme.com/vxml/transfer/transfer_mainmenu.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,error_default.wav,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@dialog.outbound.voiplab.tellme.com,Tellme Dev,Outbound routing,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ekingtest-mse-ccxml.voiplab.tellme.com,Tellme Dev,eking ccxml testing,http://megaman.tellme.com/~eking/development/vxml/studio-interop2.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,CCAS   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ekingtest-mse-ccxml2.voiplab.tellme.com,Tellme Dev,eking ccxml testing,http://megaman.tellme.com/~eking/development/vxml/studio-interop2.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ekingtest-nuance.voiplab.tellme.com,Tellme Dev,eking internal testing,http://megaman.tellme.com/~eking/development/vxml/performance-test-emea.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",http://zelda.tellme.com/~eking/development/vxml/interop.xml,,,GMT,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ekingtest2-mse.voiplab.tellme.com,Tellme Dev,eking test,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
dialog@outbound-ccxml.voiplab.tellme.com,Tellme Dev,voip lab testing,http://megaman.tellme.com/~eking/development/vxml/dvoip-compilecheck.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,CCAS   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
669-212-8910,Tellme QA,Used for IPTF Testing,http://load04.plat.qa.swamp.sv2.tellme.com/kaiching/ebay/git-ebay-uk-vxml/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
669-212-8950,Tellme QA,Used for IPTF Testing,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uui-5chars-pd.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-208-2138,Tellme QA,ATT IPTF TCON number,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-sequential.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-217-1345,Tellme QA,Telco Test Number -SC44,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uuiWithEncoding-45-ashish.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-226-6132,Tellme QA,Telco Team - Test Number-TCON,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-bridge-basic-IMG.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft DNN Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-251-6432,Tellme QA,Used for IPTF testing-TCON number,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-noUUI.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-340-9486,Tellme QA,test2,http://aw.voicesms.vui.en-us.tellme.com/index_receive_cingular.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
800-340-9495,Tellme QA,test,http://aw.voicesms.vui.en-us.tellme.com/index_receive_cingular.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
800-340-9512,Tellme QA,,http://aw.voicesms.vui.en-us.tellme.com/index_receive_cingular.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
800-373-5048,Tellme QA,,http://salesdemo.tellme.com/redirector/index.vxml,Nov 21 2013 08:00,sisyphus@tellme.com,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,100.0,False,False,False,active
800-374-6808,Tellme QA,,http://load01.app.qa.shared.sv2.tellme.com/orange/index_grizzly.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Notifier,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-378-1219,Tellme QA,[Being used for CE2AIVA tool testing temporarily] Zoya VividSpeech - PLEASE DO NOT Use this for any other test it is for VividSPeech,http://virt-asst-content-stable.api.247-inc.net/v1/virtualagents/clients/247inc/applications/ce2aiva/voice/current/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,MMEP Testing,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm1-campbel,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-378-1257,Tellme QA,Misc,http://voipsim04.plat.qa.backvport.sv2.tellme.com/vxml/transfer/transfer-blind-28.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-425-0681,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
800-452-8419,Tellme QA,,http://dialtone.vui.en-us.tellme.com/redirect/flightinfo.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,False,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
800-605-9389,Tellme QA,eBay-NL_ESP testing,http://load04.plat.qa.swamp.sv2.tellme.com/kaiching/ebay/git-ebay-uk-vxml/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-681-8014,Tellme QA,,http://virt-asst-content-stable.api.247-inc.net/v1/virtualagents/clients/safelite/applications/farmers/voice/current/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-681-8021,Tellme QA,MMCV testing,http://chainsaw.tellme.com/~svaishnava/amex-cv/mm-amex-controller/cb/ccxml/cloudbrain.ccxml?vak=dialog.prod.nwp.amex.sip.tellme.com,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,MMEP Testing,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-681-8024,Tellme QA,Answers test - Ashwin,http://chainsaw.tellme.com/~bchoi/jez/vxml/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-681-8029,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-747-9569,Tellme QA,CLOUD-62862,http://slb01.iic1.pool.sv2.247-inc.net:7080/cert-1.0/doc/tellme.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6116,Tellme QA,Used for IPTF Testing,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/log-basic.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6117,Tellme QA,Used for IPTF Testing,http://test01.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uuiWithNoEncoding.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6118,Tellme QA,testing P135_C9-hotfix,http://platqa-qaheartbeat02.voice-svc.int.sv2.247-inc.net/Panda/UPS/log-all.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,PLATQA_8334456118,,False,True,True,True,,,False,"",,"",,,False,100.0,True,True,False,active
833-445-6119,Tellme QA,,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uuiWithNoEncoding.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6120,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6121,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6122,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6123,Tellme QA,Telco Team - Test Number-IPC,http://test03.plat.qa.backvport.sv2.tellme.com/zoya/transfer/transfer-blind-IMG-uui-5chars-pd.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft DNN Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
833-445-6124,Tellme QA,Telco use future project,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T IPTF (Integrated)  -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
